airport_name,iata_code,country_code,city,airport_type,latitude,longitude
Tarbes-Lourdes-Pyrénées Airport,LDE,FR,Tarbes/Lourdes/Pyrénées,medium_airport,43.178699,-0.006439
Angoulême Brie-Champniers airport,ANG,FR,Angoulême,medium_airport,45.729198,0.221456
Périgueux-Bassillac Airport,PGX,FR,Périgueux/Bassillac,medium_airport,45.198101,0.815556
Biarritz Pays Basque airport,BIQ,FR,Biarritz,medium_airport,43.468372,-1.523223
Cahors Lalbenque airport,ZAO,FR,Cahors,medium_airport,44.351398,1.47528
Albi Le Sequestre airport,LBI,FR,Albi,medium_airport,43.913898,2.11306
Castres Mazamet Airport,DCM,FR,Castres,medium_airport,43.556301,2.28918
Rodez–Aveyron Airport,RDZ,FR,Rodez/Marcillac,medium_airport,44.407902,2.48267
Royan-Médis Airport,RYN,FR,Royan/Médis,medium_airport,45.628101,-0.9725
Rochefort-Saint-Agnant (BA 721) Airport,RCO,FR,Rochefort/Saint-Agnant,medium_airport,45.887798,-0.983056
Colmar Houssen airport,CMR,FR,Colmar,medium_airport,48.109901,7.35901
Dole Tavaux Airport,DLE,FR,Dole,medium_airport,47.038955,5.427589
Aubenas-South Ardèche Airport,OBS,FR,"Lanas, Ardèche",medium_airport,44.544367,4.372194
Metz-Nancy-Lorraine Airport,ETZ,FR,Goin,medium_airport,48.982101,6.25132
Angers Marcé airport,ANE,FR,Angers,medium_airport,47.560299,-0.312222
Bastia-Poretta International airport,BIA,FR,Bastia,large_airport,42.5527,9.48373
Calvi Sainte Catherine Airport,CLY,FR,Calvi,medium_airport,42.530422,8.792984
Figari Sud-Corse Airport,FSC,FR,Figari,large_airport,41.50185,9.097092
Ajaccio Napoléon Bonaparte airport,AJA,FR,Ajaccio,medium_airport,41.923599,8.80292
Solenzara (BA 126) Air Base,SOZ,FR,Solenzara,medium_airport,41.9244,9.406
Auxerre Branches airport,AUF,FR,Auxerre,medium_airport,47.850201,3.49711
Chambéry Aix les Bains airport,CMF,FR,Chambéry,medium_airport,45.6381,5.88023
Clermont-Ferrand Auvergne airport,CFE,FR,Clermont-Ferrand,large_airport,45.786701,3.16917
Bourges airport,BOU,FR,Bourges,medium_airport,47.060158,2.369633
Lyon Saint-Exupéry Airport,LYS,FR,"Colombier-Saugnieu, Rhône",large_airport,45.725996,5.090139
Saint-Yan Airport,SYT,FR,"L'Hôpital-le-Mercier, Saône-et-Loire",medium_airport,46.414019,4.014177
Roanne-Renaison Airport,RNE,FR,Saint-Léger-sur-Roanne,medium_airport,46.053818,3.999023
Annecy Meythet airport,NCY,FR,Annecy,medium_airport,45.928947,6.0987
Grenoble Alpes Isère Airport,GNB,FR,Grenoble,medium_airport,45.3629,5.32937
Valence-Chabeuil Airport,VAF,FR,"Chabeuil, Drôme",medium_airport,44.9216,4.9699
Vichy-Charmeil Airport,VHY,FR,"Charmeil, Allier",medium_airport,46.16969,3.403637
Aurillac airport,AUR,FR,Aurillac,medium_airport,44.891399,2.42194
Châteauroux Déols airport,CHR,FR,Châteauroux,medium_airport,46.860221,1.728326
Lyon Bron Airport,LYN,FR,"Chassieu, Lyon",medium_airport,45.727947,4.943991
Cannes Mandelieu Airport,CEQ,FR,Cannes,medium_airport,43.547998,6.955176
Saint-Étienne-Bouthéon Airport,EBU,FR,"Andrézieux-Bouthéon, Loire",medium_airport,45.5406,4.29639
Carcassonne Salvaza Airport,CCF,FR,Carcassonne,medium_airport,43.216,2.30632
Marseille Provence Airport,MRS,FR,"Marignane, Bouches-du-Rhône",large_airport,43.438088,5.2125
Nice-Côte d'Azur Airport,NCE,FR,"Nice, Alpes-Maritimes",large_airport,43.658401,7.21587
Perpignan-Rivesaltes (Llabanère) Airport,PGF,FR,Perpignan/Rivesaltes,medium_airport,42.740398,2.87067
Le Castellet Airport,CTT,FR,"Le Castellet, Var",medium_airport,43.252499,5.78519
Montpellier-Méditerranée Airport,MPL,FR,Montpellier/Méditerranée,large_airport,43.576199,3.96301
Béziers Vias airport,BZR,FR,Béziers,medium_airport,43.323502,3.3539
Avignon Caumont airport,AVN,FR,Avignon,medium_airport,43.907299,4.90183
Mende-Brenoux Airfield,MEN,FR,Mende/Brénoux,medium_airport,44.502102,3.53282
Beauvais-Tillé airport,BVA,FR,Beauvais,large_airport,49.454399,2.11278
Évreux-Fauville (BA 105) Air Base,EVX,FR,"Fauville, Eure",medium_airport,49.028702,1.21986
Le Havre-Octeville Airport,LEH,FR,Le Havre,medium_airport,49.534038,0.088406
Chalons Vatry airport,XCR,FR,Chalons en Champagne,medium_airport,48.77333,4.20611
Rouen Vallée de Seine Airport,URO,FR,Boos,medium_airport,49.384887,1.179142
Tours Val de Loire Airport,TUF,FR,"Tours, Indre-et-Loire",medium_airport,47.432201,0.727606
Laval-Entrammes Airport,LVA,FR,"Laval, Mayenne",medium_airport,48.032208,-0.743999
Paris-Le Bourget International Airport,LBG,FR,Paris,large_airport,48.962276,2.436539
Creil Air Base,CSF,FR,Creil,medium_airport,49.253502,2.51914
Charles de Gaulle International Airport,CDG,FR,"Paris (Roissy-en-France, Val-d'Oise)",large_airport,49.00896,2.554117
Toussus-le-Noble Airport,TNF,FR,"Toussus-le-Noble, Yvelines",medium_airport,48.7519,2.10619
Paris-Orly Airport,ORY,FR,"Paris (Orly, Val-de-Marne)",large_airport,48.729499,2.358963
Pontoise-Cormeilles Aerodrome,POX,FR,"Cormeilles-en-Vexin, Val-d'Oise",medium_airport,49.096064,2.035543
Vélizy-Villacoublay Air Base,VIY,FR,"Vélizy-Villacoublay, Yvelines",medium_airport,48.774406,2.203102
Nevers-Fourchambault Airport,NVS,FR,"Marzy, Nièvre",medium_airport,47.002913,3.113114
Lille Airport,LIL,FR,Lesquin,large_airport,50.566564,3.102429
Merville-Calonne Airport,HZB,FR,"Merville, Nord",medium_airport,50.618401,2.64224
Brest Bretagne airport,BES,FR,Brest,large_airport,48.447899,-4.41854
Cherbourg Manche airport,CER,FR,Cherbourg,medium_airport,49.650101,-1.47028
Dinard Pleurtuit Saint-Malo airport,DNR,FR,Dinard,medium_airport,48.5877,-2.07996
La Baule-Escoublac Airport,LBY,FR,La Baule-Escoublac,medium_airport,47.289398,-2.34639
Granville Airport,GFR,FR,"Bréville-sur-Mer, Manche",medium_airport,48.883099,-1.56417
Deauville Normandie airport,DOL,FR,Deauville,medium_airport,49.365237,0.154481
Lorient South Brittany (Bretagne Sud) Airport,LRT,FR,Lorient/Lann/Bihoué,medium_airport,47.760601,-3.44
La Roche-sur-Yon Les Ajoncs Airport,EDM,FR,La Roche-sur-Yon,medium_airport,46.7019,-1.37863
Landivisiau Air Base,LDV,FR,Landivisiau,medium_airport,48.5303,-4.15164
Caen Carpiquet airport,CFR,FR,Caen,medium_airport,49.17678,-0.454883
Le Mans-Arnage Airport,LME,FR,"Le Mans, Sarthe",medium_airport,47.948604,0.201702
Rennes-Saint-Jacques Airport,RNS,FR,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",medium_airport,48.0695,-1.73479
Lannion Airport,LAI,FR,Lannion,medium_airport,48.754398,-3.47166
Quimper-Cornouaille Airport,UIP,FR,Quimper/Pluguffan,medium_airport,47.973031,-4.169655
Nantes Atlantique Airport,NTE,FR,Nantes,medium_airport,47.153198,-1.61073
Saint-Brieuc-Armor Airport,SBK,FR,"Trémuson, Côtes-d'Armor",medium_airport,48.538628,-2.853518
Morlaix-Ploujean Airport,MXN,FR,Morlaix/Ploujean,medium_airport,48.6031990051,-3.81577992439
Vannes-Meucon Airport,VNE,FR,Vannes/Meucon,medium_airport,47.723301,-2.71856
Saint-Nazaire-Montoir Airport,SNR,FR,Saint-Nazaire/Montoir,medium_airport,47.31142,-2.152634
EuroAirport Basel–Mulhouse–Freiburg,BSL,FR,Bâle / Mulhouse,large_airport,47.60068,7.521117
Dijon Longvic airport,DIJ,FR,Dijon,medium_airport,47.268902,5.09
Épinal Mirecourt Airport,EPL,FR,Épinal,medium_airport,48.325001,6.06998
Brive Souillac airport,BVE,FR,Brive,medium_airport,45.039722,1.485556
Nancy-Essey Airport,ENC,FR,"Tomblaine, Meurthe-et-Moselle",medium_airport,48.692101,6.23046
Strasbourg Airport,SXB,FR,Strasbourg,large_airport,48.5383,7.62823
Toulon-Hyères Airport,TLN,FR,"Hyères, Var",medium_airport,43.097301,6.14603
Nîmes-Arles-Camargue Airport,FNI,FR,Nîmes/Garons,medium_airport,43.757401,4.41635
Saint-Pierre Pointe-Blanche Airport,FSP,PM,Saint-Pierre,medium_airport,46.762651,-56.17499
Andravida Air Base,PYR,GR,Andravida,medium_airport,37.9207,21.292601
Alexandroupoli Democritus Airport,AXD,GR,Alexandroupolis,medium_airport,40.8559,25.956301
Athens Eleftherios Venizelos International Airport,ATH,GR,Spata-Artemida,large_airport,37.936401,23.9445
Nea Anchialos National Airport,VOL,GR,Nea Anchialos,medium_airport,39.219601,22.7943
Chios Island National Airport,JKH,GR,Chios Island,medium_airport,38.34320068359375,26.140600204467773
Ioannina King Pyrrhus National Airport,IOA,GR,Ioannina,medium_airport,39.6964,20.8225
Heraklion International Nikos Kazantzakis Airport,HER,GR,Heraklion,large_airport,35.339699,25.1803
Kefallinia Airport,EFL,GR,Kefallinia Island,medium_airport,38.12009811401367,20.500499725341797
Kalamata Airport,KLX,GR,Kalamata,medium_airport,37.06829833984375,22.02549934387207
"Kos International Airport ""Ippokratis""",KGS,GR,Kos Island,large_airport,36.794523,27.09115
Karpathos Airport,AOK,GR,Karpathos Island,medium_airport,35.421398,27.146
Corfu Ioannis Kapodistrias International Airport,CFU,GR,Kerkyra (Corfu),large_airport,39.60145,19.912179
Kavala Alexander the Great International Airport,KVA,GR,Kavala,large_airport,40.9133,24.6192
Kozani National Airport Filippos,KZI,GR,Kozani,medium_airport,40.286098,21.840799
Mykonos Island National Airport,JMK,GR,Mykonos,medium_airport,37.435101,25.348101
Mytilene International Airport,MJT,GR,Mytilene,medium_airport,39.057406,26.598629
Aktion National Airport,PVK,GR,Preveza,medium_airport,38.925499,20.765301
"Rhodes International Airport ""Diagoras""",RHO,GR,Rhodes,large_airport,36.405399,28.086201
Patras Araxos Agamemnon Airport,GPA,GR,Patras,medium_airport,38.1511,21.4256
Chania International Airport,CHQ,GR,Souda,large_airport,35.531207,24.150673
Skiathos Island National Airport,JSI,GR,Skiathos,medium_airport,39.177101,23.5037
Samos Airport,SMI,GR,Samos Island,medium_airport,37.689999,26.911699
Santorini International Airport,JTR,GR,Santorini Island,large_airport,36.400045,25.478638
Sitia Airport,JSH,GR,Crete Island,medium_airport,35.21609878540039,26.101299285888672
Thessaloniki Macedonia International Airport,SKG,GR,Thessaloniki,large_airport,40.51928,22.970009
Zakynthos International Airport Dionysios Solomos,ZTH,GR,Zakynthos,medium_airport,37.7509,20.8843
Budapest Liszt Ferenc International Airport,BUD,HU,Budapest,large_airport,47.43018,19.262393
Debrecen International Airport,DEB,HU,Debrecen,large_airport,47.489469,21.616278
Pécs-Pogány International Airport,PEV,HU,Pécs,large_airport,45.988891,18.242044
Győr-Pér Airport,QGY,HU,Győr,medium_airport,47.628436,17.804718
Hévíz–Balaton Airport,SOB,HU,Sármellék,medium_airport,46.686391,17.159084
Crotone Sant'Anna Pythagoras Airport,CRV,IT,Isola di Capo Rizzuto (KR),medium_airport,38.9972,17.0802
Bari Karol Wojtyła International Airport,BRI,IT,Bari,large_airport,41.138901,16.760599
Foggia Gino Lisa Airport,FOG,IT,Foggia (FG),medium_airport,41.433596,15.534566
Taranto-Grottaglie Marcello Arlotta Airport,TAR,IT,Grottaglie,medium_airport,40.517502,17.4032
Lecce Galatina Air Base / Galatina Fortunato Cesari Airport,LCC,IT,Galatina (LE),medium_airport,40.239201,18.133301
Abruzzo Airport,PSR,IT,Pescara,large_airport,42.431079,14.182981
Brindisi Airport,BDS,IT,Brindisi,large_airport,40.6576,17.947001
Lamezia Terme Sant'Eufemia International Airport,SUF,IT,Lamezia Terme (CZ),large_airport,38.906214,16.246007
Comiso Airport,CIY,IT,Comiso,medium_airport,36.99583,14.60889
Catania-Fontanarossa Airport,CTA,IT,Catania,large_airport,37.466801,15.0664
Lampedusa Airport,LMP,IT,Lampedusa,medium_airport,35.497898,12.6181
Pantelleria Airport,PNL,IT,Pantelleria (TP),medium_airport,36.816502,11.9689
Falcone–Borsellino Airport,PMO,IT,Palermo,large_airport,38.175999,13.091
Reggio Calabria Airport,REG,IT,Reggio Calabria,medium_airport,38.071201,15.6516
Vincenzo Florio Airport Trapani-Birgi,TPS,IT,Trapani (TP),medium_airport,37.9114,12.488
Alghero-Fertilia Airport,AHO,IT,Alghero,medium_airport,40.632099,8.29077
Decimomannu Air Base,DCI,IT,Decimomannu,medium_airport,39.354198,8.97248
Cagliari Elmas Airport,CAG,IT,Cagliari,large_airport,39.251499,9.05428
Olbia Costa Smeralda Airport,OLB,IT,Olbia (SS),large_airport,40.898953,9.518457
Milan Malpensa International Airport,MXP,IT,Ferno (VA),large_airport,45.6306,8.72811
Il Caravaggio International Airport,BGY,IT,Orio al Serio (BG),large_airport,45.669362,9.708851
Turin Airport,TRN,IT,Caselle Torinese (TO),large_airport,45.200802,7.64963
Genoa Cristoforo Colombo Airport,GOA,IT,Genova (GE),large_airport,44.412039,8.840732
Milano Linate Airport,LIN,IT,Segrate (MI),large_airport,45.445099,9.27674
Parma Airport,PMF,IT,Parma (PR),medium_airport,44.826351,10.29705
Aosta Corrado Gex Airport,AOT,IT,Saint-Christophe (AO),medium_airport,45.738552,7.3683
Cuneo International Airport,CUF,IT,Levaldigi (CN),medium_airport,44.547458,7.623045
Aviano Air Base,AVB,IT,Aviano (PN),medium_airport,46.031898,12.596503
Bolzano Airport,BZO,IT,Bolzano (BZ),medium_airport,46.459245,11.326125
Bologna Guglielmo Marconi Airport,BLQ,IT,Bologna,large_airport,44.5354,11.2887
Treviso Airport,TSF,IT,Treviso (TV),large_airport,45.648399,12.1944
Forlì-Luigi Ridolfi International Airport,FRL,IT,Forlì (FC),medium_airport,44.194801,12.0701
Brescia Gabriele d'Annunzio Airport,VBS,IT,Montichiari (BS),medium_airport,45.428902,10.3306
Trieste Airport,TRS,IT,Ronchi dei Legionari/Trieste,large_airport,45.827499,13.4722
Federico Fellini International Airport,RMI,IT,Rimini (RN),large_airport,44.020024,12.612198
Verona Villafranca Valerio Catullo Airport,VRN,IT,Caselle (VR),large_airport,45.394955,10.887303
Marche Airport,AOI,IT,Falconara Marittima (AN),medium_airport,43.616299,13.3623
Venice Marco Polo Airport,VCE,IT,Venezia (VE),large_airport,45.505299,12.3519
Ciampino–G. B. Pastine International Airport,CIA,IT,Rome,large_airport,41.798769,12.595331
Rome–Fiumicino Leonardo da Vinci International Airport,FCO,IT,Rome,large_airport,41.804532,12.251998
Salerno Costa d'Amalfi Airport,QSR,IT,Salerno,medium_airport,40.620399,14.9113
Marina di Campo Airport,EBA,IT,Campo nell'Elba (LI),medium_airport,42.760871,10.239811
Naples International Airport,NAP,IT,Napoli,large_airport,40.886002,14.2908
Pisa International Airport,PSA,IT,Pisa (PI),large_airport,43.683899,10.3927
"Florence Airport, Peretola",FLR,IT,Firenze (FI),large_airport,43.808558,11.202822
Grosseto Corrado Baccarini Air Base / Grosseto Airport,GRS,IT,Grosseto (GR),medium_airport,42.759701,11.0719
Perugia San Francesco d'Assisi – Umbria International Airport,PEG,IT,Perugia (PG),large_airport,43.095901,12.5132
Ljubljana Jože Pučnik Airport,LJU,SI,Zgornji Brnik,large_airport,46.223701,14.4576
Maribor Edvard Rusjan Airport,MBX,SI,Maribor,medium_airport,46.4799,15.6861
Portorož Airport,POW,SI,Sečovlje,medium_airport,45.47201,13.615951
České Budějovice South Bohemian Airport,JCL,CZ,České Budějovice,large_airport,48.948171,14.42832
Kunovice Airport,UHE,CZ,Uherské Hradiště,medium_airport,49.0294,17.439699
Karlovy Vary Airport,KLV,CZ,Karlovy Vary,large_airport,50.202999,12.915
Leoš Janáček Airport Ostrava,OSR,CZ,Mošnov,large_airport,49.696301,18.111099
Pardubice Airport,PED,CZ,Pardubice,large_airport,50.015049,15.73981
Přerov Air Base,PRV,CZ,Přerov,medium_airport,49.4258,17.404699
Václav Havel Airport Prague,PRG,CZ,Prague,large_airport,50.100874,14.259911
Brno-Tuřany Airport,BRQ,CZ,Brno,medium_airport,49.151276,16.693972
Vodochody Airport,VOD,CZ,Vodochody,medium_airport,50.216599,14.3958
Ben Gurion International Airport,TLV,IL,Tel Aviv,large_airport,32.011398,34.8867
Ramon International Airport,ETM,IL,Eilat,large_airport,29.727009,35.014116
Uri Michaeli Haifa International Airport,HFA,IL,Haifa,medium_airport,32.810219,35.043719
Rosh Pina Airport,RPN,IL,Rosh Pina,medium_airport,32.980999,35.571899
Bar Yehuda Airfield,MTZ,IL,Masada,medium_airport,31.328199,35.388599
Nevatim Air Base,VTM,IL,Beersheba,medium_airport,31.208299636799996,35.012298584
Malta International Airport,MLA,MT,Valletta,large_airport,35.845932,14.491546
Graz Airport,GRZ,AT,Feldkirchen bei Graz,large_airport,46.9911,15.4396
Innsbruck Airport,INN,AT,Innsbruck,large_airport,47.260201,11.344
Klagenfurt Airport,KLU,AT,Klagenfurt am Wörthersee,large_airport,46.642502,14.3377
Linz-Hörsching Airport,LNZ,AT,Linz,large_airport,48.235362,14.188128
Salzburg Airport,SZG,AT,Salzburg,large_airport,47.793301,13.0043
Vienna International Airport,VIE,AT,Vienna,large_airport,48.110298,16.5697
Santa Maria Airport,SMA,PT,Vila do Porto,medium_airport,36.97140121459961,-25.17060089111328
Bragança Airport,BGC,PT,Bragança,medium_airport,41.8578,-6.70713
Beja Airport / Airbase,BYJ,PT,Beja,medium_airport,38.078899,-7.9324
Cascais Airport,CAT,PT,Cascais,medium_airport,38.724998,-9.35523
Flores Airport,FLW,PT,Santa Cruz das Flores,medium_airport,39.455299377441406,-31.13139915466309
Faro - Gago Coutinho International Airport,FAO,PT,Faro,large_airport,37.015909,-7.970939
Graciosa Airport,GRW,PT,Santa Cruz da Graciosa,medium_airport,39.09220123291016,-28.029800415039062
Horta Airport,HOR,PT,Horta,medium_airport,38.519901275634766,-28.715900421142575
Lajes Airport,TER,PT,Praia da Vitória,medium_airport,38.761799,-27.090799
Cristiano Ronaldo International Airport,FNC,PT,Funchal,large_airport,32.697812,-16.774613
João Paulo II Airport,PDL,PT,Ponta Delgada,large_airport,37.7411994934,-25.6979007721
Pico Airport,PIX,PT,Pico Island,medium_airport,38.554298,-28.441299
Portimão Airport,PRM,PT,Portimão,medium_airport,37.1493,-8.58396
Francisco de Sá Carneiro Airport,OPO,PT,Porto,large_airport,41.2481002808,-8.68138980865
Porto Santo Airport,PXO,PT,Vila Baleira,medium_airport,33.0733985901,-16.3500003815
Lisbon Humberto Delgado Airport,LIS,PT,Lisbon,large_airport,38.7813,-9.13592
São Jorge Airport,SJZ,PT,Velas,medium_airport,38.665501,-28.1758
Vila Real Airport,VRL,PT,Vila Real,medium_airport,41.2743,-7.72047
Aerodromo Goncalves Lobato (Viseu Airport),VSE,PT,Viseu,medium_airport,40.725498,-7.88899
Banja Luka International Airport,BNX,BA,Mahovljani,large_airport,44.941399,17.297501
Mostar International Airport,OMO,BA,Mostar,large_airport,43.282489,17.846101
Sarajevo International Airport,SJJ,BA,Sarajevo,large_airport,43.8246,18.331499
Tuzla International Airport,TZL,BA,Dubrave Gornje,large_airport,44.459858,18.723627
Arad International Airport,ARW,RO,Arad,medium_airport,46.176136,21.264322
Bacău George Enescu International  Airport,BCM,RO,Bacău,large_airport,46.5219,26.910299
Maramureș International Airport,BAY,RO,Tăuții-Măgherăuș,medium_airport,47.658444,23.464445
Bucharest Băneasa Aurel Vlaicu International Airport,BBU,RO,Bucharest,large_airport,44.503133,26.102944
Brașov-Ghimbav International Airport,GHV,RO,Brașov (Ghimbav),large_airport,45.70558,25.522871
Mihail Kogălniceanu International Airport,CND,RO,Constanța,large_airport,44.362202,28.4883
Avram Iancu Cluj International Airport,CLJ,RO,Cluj-Napoca,large_airport,46.786042,23.685733
Caransebeş Airport,CSB,RO,Caransebeş,medium_airport,45.420142,22.252507
Craiova International Airport,CRA,RO,Craiova,large_airport,44.3181,23.888599
Iaşi International Airport,IAS,RO,Iaşi,large_airport,47.179633,27.621431
Oradea International Airport,OMR,RO,Oradea,large_airport,47.025299,21.9025
Bucharest Henri Coandă International Airport,OTP,RO,Otopeni,large_airport,44.571792,26.103285
Sibiu International Airport,SBZ,RO,Sibiu,large_airport,45.785841,24.086666
Satu Mare International Airport,SUJ,RO,Satu Mare,medium_airport,47.7033,22.8857
Suceava Ștefan cel Mare International Airport,SCV,RO,Suceava,large_airport,47.6875,26.354099
Tulcea Danube Delta Airport,TCE,RO,Mihail Kogălniceanu,medium_airport,45.0625,28.7143
Târgu Mureş Transilvania International Airport,TGM,RO,Recea,medium_airport,46.467701,24.4125
Timișoara Traian Vuia International Airport,TSR,RO,Timişoara,large_airport,45.809898,21.3379
Geneva International Airport,GVA,CH,Geneva,large_airport,46.238098,6.10895
Sion Airport,SIR,CH,Sion,medium_airport,46.219166,7.326944
Emmen Air Base,EML,CH,Emmen,medium_airport,47.092444,8.305184
Payerne Air Base,VIP,CH,Payerne,medium_airport,46.8432,6.91506
Lugano Airport,LUG,CH,Agno,medium_airport,46.004299,8.91058
Bern Airport,BRN,CH,Bern,medium_airport,46.912736,7.498819
Zürich Airport,ZRH,CH,Zurich,large_airport,47.458056,8.548056
Sankt Gallen Altenrhein Airport,ACH,CH,St. Gallen,medium_airport,47.485001,9.56077
Engadin Airport,SMV,CH,Samedan,medium_airport,46.5341,9.88411
Esenboğa International Airport,ESB,TR,Ankara,large_airport,40.128101,32.995098
Etimesgut Air Base,ANK,TR,Ankara,medium_airport,39.949798584,32.6885986328
Adana Şakirpaşa Airport,ADA,TR,Seyhan,large_airport,36.982201,35.280399
İncirlik Air Base,UAB,TR,Sarıçam,medium_airport,37.002102,35.4259
Afyon Air Base,AFY,TR,Afyonkarahisar,medium_airport,38.726398,30.601101
Antalya International Airport,AYT,TR,Antalya,large_airport,36.898701,30.800501
Gaziantep Oğuzeli International Airport,GZT,TR,Gaziantep,large_airport,36.947201,37.478699
Kastamonu Airport,KFS,TR,Kastamonu,medium_airport,41.314201,33.795799
Konya Airport,KYA,TR,Konya,large_airport,37.979,32.561901
Zonguldak Çaycuma Airport,ONQ,TR,Zonguldak,medium_airport,41.506401,32.0886
Malatya Erhaç Airport,MLX,TR,Malatya,medium_airport,38.4352989197,38.0909996033
Kayseri Erkilet International Airport,ASR,TR,Kayseri,large_airport,38.770401,35.495399
Tokat Airport,TJK,TR,Tokat,medium_airport,40.32472,36.39056
Çardak Airport,DNZ,TR,Denizli,medium_airport,37.7855987549,29.7012996674
Nevşehir Kapadokya Airport,NAV,TR,Nevşehir,large_airport,38.7719,34.5345
İstanbul Atatürk Airport,ISL,TR,Istanbul(Bakırköy),large_airport,40.971913,28.823714
Balıkesir Airport,BZI,TR,Balıkesir,medium_airport,39.619301,27.926001
Bandırma Airport,BDM,TR,Bandırma,medium_airport,40.318001,27.977699
Çanakkale Airport,CKZ,TR,Çanakkale,medium_airport,40.1376991272,26.4267997742
Eskişehir Air Base,ESK,TR,Eskişehir,medium_airport,39.7841,30.5821
Adnan Menderes International Airport,ADB,TR,Gaziemir,large_airport,38.2924,27.157
Çiğli Airbase,IGL,TR,Çiğli,medium_airport,38.513,27.010099
Uşak Airport,USQ,TR,Uşak,medium_airport,38.681499,29.471701
Cengiz Topel Airport,KCO,TR,Kartepe,medium_airport,40.735001,30.0833
Bursa Yenişehir Airport,YEI,TR,Yenişehir,medium_airport,40.255199,29.562599
Dalaman International Airport,DLM,TR,Dalaman,large_airport,36.7131,28.7925
Tekirdağ Çorlu Airport,TEQ,TR,Çorlu,medium_airport,41.138199,27.9191
Hasan Polatkan Airport,AOE,TR,Eskişehir,large_airport,39.811644,30.519268
Elazığ Airport,EZS,TR,Elazığ,medium_airport,38.597974,39.28348
Ordu–Giresun Airport,OGU,TR,Ordu,medium_airport,40.966872,38.085995
Diyarbakır Airport,DIY,TR,Diyarbakır,medium_airport,37.893902,40.201
Erzincan Airport,ERC,TR,Erzincan,medium_airport,39.7102012634,39.527000427199994
Erzurum International Airport,ERZ,TR,Erzurum,medium_airport,39.956501,41.1702
Kars Airport,KSY,TR,Kars,medium_airport,40.562198638916016,43.1150016784668
Trabzon International Airport,TZX,TR,Trabzon,medium_airport,40.995098,39.7897
Van Ferit Melen Airport,VAN,TR,Van,medium_airport,38.46820068359375,43.332298278808594
Batman Airport,BAL,TR,Batman,medium_airport,37.929001,41.1166
Muş Airport,MSR,TR,Muş,medium_airport,38.747798919677734,41.66120147705078
Siirt Airport,SXZ,TR,Siirt,medium_airport,37.97890090942383,41.84040069580078
Sinop Airport,NOP,TR,Sinop,medium_airport,42.018313,35.071774
Kahramanmaraş Airport,KCM,TR,Kahramanmaraş,medium_airport,37.5388259888,36.9535217285
Ağrı Airport,AJI,TR,Ağrı,medium_airport,39.655642,43.025742
Adıyaman Airport,ADF,TR,Adıyaman,medium_airport,37.7314,38.468899
Mardin Airport,MQM,TR,Mardin,medium_airport,37.2233009338,40.6316986084
Şanlıurfa GAP Airport,GNY,TR,Şanlıurfa,large_airport,37.445663,38.895592
Iğdır Airport,IGD,TR,Iğdır,medium_airport,39.976627,43.876648
Şırnak Şerafettin Elçi Airport,NKT,TR,Şırnak,medium_airport,37.3647,42.0582
Hakkari Yüksekova Airport,YKO,TR,Hakkari,medium_airport,37.5497,44.2381
Hatay Airport,HTY,TR,Antakya,medium_airport,36.36079,36.285589
Çukurova International Airport,COV,TR,Tarsus,large_airport,36.891478,35.071235
Süleyman Demirel International Airport,ISE,TR,Isparta,medium_airport,37.8554,30.368401
Balıkesir Koca Seyit Airport,EDO,TR,Edremit,large_airport,39.552533,27.010192
Milas Bodrum International Airport,BJV,TR,Bodrum,large_airport,37.249314,27.66401
Gazipaşa-Alanya Airport,GZP,TR,Gazipaşa,medium_airport,36.298832,32.297017
Samsun-Çarşamba Airport,SZF,TR,Samsun,medium_airport,41.253988,36.567546
Istanbul Sabiha Gökçen International Airport,SAW,TR,"Pendik, Istanbul",large_airport,40.898602,29.3092
İstanbul Airport,IST,TR,Istanbul,large_airport,41.274874,28.732136
Rize–Artvin Airport,RZV,TR,Rize,large_airport,41.179766,40.848802
Bălți-Leadoveni International Airport,BZY,MD,Bălți,medium_airport,47.837666,27.781108
Chişinău International Airport,RMO,MD,Chişinău,large_airport,46.92774,28.931704
Daugavpils International Airport,DGP,LV,Daugavpils,medium_airport,55.944721,26.665001
Ohrid St. Paul the Apostle Airport,OHD,MK,Ohrid,large_airport,41.18,20.7423
Skopje International Airport,SKP,MK,Ilinden,large_airport,41.958087,21.622581
Gibraltar Airport,GIB,GI,Gibraltar,large_airport,36.151679,-5.34978
Brak Airport,BCQ,LY,Brak,medium_airport,27.653,14.272
Belgrade Nikola Tesla Airport,BEG,RS,Belgrade,large_airport,44.818401,20.309099
Batajnica Air Base,BJY,RS,Zemun,medium_airport,44.935299,20.2575
Morava Airport,KVO,RS,Kraljevo,medium_airport,43.817519,20.586662
Niš Constantine the Great Airport,INI,RS,Niš,large_airport,43.336538,21.856242
Podgorica Airport / Podgorica Golubovci Airbase,TGD,ME,Podgorica,large_airport,42.359402,19.2519
Tivat Airport,TIV,ME,Tivat,medium_airport,42.404701,18.723301
Ponikve Airport,UZC,RS,Stapari,medium_airport,43.898899,19.697701
Langzhong Gucheng Airport,LZG,CN,Nanchong (Langzhong),medium_airport,31.50191,106.034417
M. R. Štefánik Airport,BTS,SK,Bratislava,large_airport,48.1702,17.2127
Košice International Airport,KSC,SK,Košice,medium_airport,48.663101,21.2411
